,s_uri,subject,question,generation
610,Q6114769,John Reddish,What is John Reddish's country of citizenship?, John Reddish is a British citizen.
611,Q6370885,Karin Mannewitz,In what city was Karin Mannewitz born?," Karin Manno Müeller was born in Berlin, Germany."
612,Q6370885,Karin Mannewitz,What is Karin Mannewitz's country of citizenship?, Karin Manno Müeller is a German professional footballer who plays as a midfielder for FC Bayern Munich and the German national team.
613,Q6370885,Karin Mannewitz,What is Karin Mannewitz's occupation?, Karin Mannewitz is a professional photographer.
614,Q6370885,Karin Mannewitz,What sport does Karin Mannewitz play?, Karin Mannewitz is a professional snowboarder.
615,Q6370885,Karin Mannewitz,What language does Karin Mannewitz speak?," Karin Mannewitz is a German-American artist, and as such, she speaks both German and English."
616,Q6370885,Karin Mannewitz,What country does Karin Mannewitz play for?," Karin Mähnowitz is a German professional footballer who plays for the German national team and the German club team, SGS Essen."
617,Q5435168,Farhan Hairoddin,In what city was Farhan Hairoddin born?," Farhan Hairoddin was born in Baghdad, Iraq."
618,Q5435168,Farhan Hairoddin,What sports team does Farhan Hairoddin play for?, Farhan Hairoddin is a professional footballer who plays for the New Zealand national team.
619,Q5435168,Farhan Hairoddin,What is Farhan Hairoddin's occupation?, Farhan Hairoddin is a professional footballer who currently plays as a forward for Kashmir United in the Indian Super League.
620,Q5435168,Farhan Hairoddin,What is Farhan Hairoddin's country of citizenship?, Farhan Hairoddin is a citizen of Afghanistan.
621,Q5435168,Farhan Hairoddin,What sports position does Farhan Hairoddin play?, Farhan Hairoddin is a professional footballer who plays as a defender.
622,Q5435168,Farhan Hairoddin,What sport does Farhan Hairoddin play?, Farhan Hairoddin is a professional cricketer.
623,Q3455777,Régis Rey,What is Régis Rey's occupation?, Régis Rey is a French professional footballer who plays as a defender.
624,Q3455777,Régis Rey,In what commune of France was Régis Rey born?," Régis Rey was born in the commune of Montigny-le-Bretonneux, located in the Yvelines department in the north-central part of France."
625,Q3455777,Régis Rey,What is Régis Rey's country of citizenship?, Régis Rey is a French professional footballer.
626,Q3455777,Régis Rey,In what city was Régis Rey born?," Régis Rey was born in Paris, France."
627,Q3455777,Régis Rey,What sport does Régis Rey play?, Régis Rey is a professional snowboarder.
628,Q3455777,Régis Rey,What language does Régis Rey speak?, Régis Rey speaks French.
629,Q3455777,Régis Rey,Who is the sibling of Régis Rey?, The sibling of Régis Rey is a woman named Marie-Anne Rey.
630,Q2775261,Henk Nieuwkamp,In what village was Henk Nieuwkamp born?," Henk Nieuwkamp was born in the village of Oosterbeek, which is located in the Netherlands."
631,Q2775261,Henk Nieuwkamp,What is Henk Nieuwkamp's country of citizenship?, Henk Nieuwkamp is a Dutch citizen.
632,Q2775261,Henk Nieuwkamp,What is Henk Nieuwkamp's occupation?, Henk Nieuwkamp is a Dutch professional footballer who plays as a defender for FC Emmen.
633,Q2775261,Henk Nieuwkamp,What sport does Henk Nieuwkamp play?, Henk Nieuwkamp is a professional soccer player.
634,Q2064456,Bep Weeteling,What sport does Bep Weeteling play?, Bep Weeteling is a professional skateboarder.
635,Q2064456,Bep Weeteling,In what cadastral populated place in the Netherlands was Bep Weeteling born?," Bep Weeteling was born in the cadastral populated place of Oosterbeek, which is located in the province of Gelderland in the Netherlands."
636,Q2064456,Bep Weeteling,What is Bep Weeteling's country of citizenship?, Bep Weeteling is a Dutch citizen.
637,Q2064456,Bep Weeteling,What is Bep Weeteling's occupation?," Bep Weeteling is a Dutch artist, known for his colorful and vibrant paintings of landscapes, seascapes, and still lifes. He is also a professor at the Academy of Fine Arts in Maastricht, where he teaches painting and drawing."
638,Q15971183,Aleksei Lysov,In what city was Aleksei Lysov born?," Aleksei Lysov was born in St. Petersburg, Russia."
639,Q15971183,Aleksei Lysov,What is Aleksei Lysov's occupation?, Aleksei Lysov is a Russian professional ice hockey player.
640,Q15971183,Aleksei Lysov,What is Aleksei Lysov's country of citizenship?, Aleksei Lysov is a Russian chess player.
641,Q15971183,Aleksei Lysov,What sports position does Aleksei Lysov play?, Aleksei Lysov is a professional ice hockey player who plays the position of a defenseman.
642,Q15971183,Aleksei Lysov,What sport does Aleksei Lysov play?, Aleksei Lysov is a professional snowboarder.
643,Q15971183,Aleksei Lysov,What language does Aleksei Lysov speak?, Aleksei Lysov speaks Russian.
644,Q15229801,Joan Comas Pausas,What is the alma mater of Joan Comas Pausas?," Joan Comas Pausas is a Catalan politician and economist. He studied at the Universitat Autònoma de Barcelona (UAB), where he earned a degree in Economics."
645,Q15229801,Joan Comas Pausas,In what municipality of Catalonia was Joan Comas Pausas born?," Joan Comas Pausas was born in the municipality of Barcelona, Catalonia, Spain."
646,Q15229801,Joan Comas Pausas,What is the field of work of Joan Comas Pausas?," Joan Comas Pausas is a researcher in the field of computer vision and machine learning. He is currently an Associate Professor at the Universitat Politècnica de Catalunya (UPC) in Barcelona, Spain. His research interests include object recognition, 3D reconstruction, and visual tracking, among others. He has published numerous research papers in these areas and has received several awards and recognitions for his work."
647,Q15229801,Joan Comas Pausas,What is Joan Comas Pausas's country of citizenship?, Joan Comas Pausas is a Spanish lawyer and politician.
648,Q15229801,Joan Comas Pausas,What is Joan Comas Pausas's occupation?, Joan Comas Pausas is a professional footballer who currently plays as a defender for FC Barcelona.
649,Q15229801,Joan Comas Pausas,What language does Joan Comas Pausas speak?, Joan Comas Pausas is a Catalan-language writer.
650,Q14855815,Stefano Borchi,What sport does Stefano Borchi play?, Stefano Borchi is a professional snowboarder.
651,Q14855815,Stefano Borchi,What language does Stefano Borchi speak?, Stefano Borchi speaks Italian.
652,Q14855815,Stefano Borchi,In what city was Stefano Borchi born?," Stefano Borchi was born in Milan, Italy."
653,Q14855815,Stefano Borchi,What is Stefano Borchi's occupation?, Stefano Borchi is a short king.
654,Q14855815,Stefano Borchi,What is Stefano Borchi's country of citizenship?, Stefano Borchi is an Italian citizen.
655,Q14855815,Stefano Borchi,What sports team does Stefano Borchi play for?, Stefano Borchi is a professional footballer who plays for Juventus F.C. in the Italian Superliga.
656,Q16145719,Trudy Ruth,In what town was Trudy Ruth born?," Trudy Ruth was born in the town of Pineville, Louisiana."
657,Q16145719,Trudy Ruth,What is Trudy Ruth's occupation?," Trudy Ruth is a character in the novel ""To Kill a Mockingbird"" by Harper Lee. She is a young girl who lives in the fictional town of Maycomb, Alabama. Trudy Ruth is not a real person, and therefore, it is not possible to determine her occupation."
658,Q16145719,Trudy Ruth,What is Trudy Ruth's country of citizenship?," Trudy Ruth is a fictional character from the novel ""To Kill a Mockingbird"" by Harper Lee. The novel is set in the United States, so it can be inferred that Trudy Ruth is an American citizen."
659,Q16145719,Trudy Ruth,What sport does Trudy Ruth play?, Trudy Ruth is a professional baseball player.
660,Q6383319,Kees van Ieperen,In what village was Kees van Ieperen born?," Kees van Ieperen was born in the village of Ieperen, which is located in the Netherlands."
661,Q6383319,Kees van Ieperen,What is Kees van Ieperen's country of citizenship?, Kees van Ieperen is a Dutch citizen.
662,Q6383319,Kees van Ieperen,What is Kees van Ieperen's occupation?," Kees van Ieperen is a Dutch professional footballer who currently plays as a defender for FC Emmen in the Eredivisie, the highest tier of football in the Netherlands."
663,Q6383319,Kees van Ieperen,What sport does Kees van Ieperen play?, Kees van Ieperen is a professional soccer player.
664,Q6914558,Morten Værnes,In what city was Morten Værnes born?," Morten Værnes was born in Trondheim, Norway."
665,Q6914558,Morten Værnes,What is Morten Værnes's country of citizenship?, Morten Værnes is a Norwegian professional footballer who plays as a forward for Stavanger.
666,Q6914558,Morten Værnes,What is Morten Værnes's occupation?, Morten Værnes is a Norwegian professional footballer who plays as a forward for Stavanger IF.
667,Q6914558,Morten Værnes,What sport does Morten Værnes play?, Morten Værnes is a professional snowboarder.
668,Q2020740,Olivia Montauban,In what commune of France was Olivia Montauban born?," Olivia Montauban was born in the commune of Montauban, which is located in the region of Occitanie in southern France."
669,Q2020740,Olivia Montauban,What is Olivia Montauban's country of citizenship?, Olivia Montauban is a French citizen.
670,Q2020740,Olivia Montauban,What is Olivia Montauban's occupation?, Olivia Montauban is a French artist.
671,Q2020740,Olivia Montauban,What sport does Olivia Montauban play?, Olivia Montauban is a professional snowboarder.
672,Q2020740,Olivia Montauban,What language does Olivia Montauban speak?," Olivia Montauban is a fictional character, and as such, she does not speak any language. She is a comic book character created by writer Fabien Toulmé and artist Yann Leurquin, and her language is not specified in the comic book."
673,Q13435483,Bart Taminiau,What is Bart Taminiau's occupation?, Bart Taminiau is a Belgian professional footballer who currently plays as a defender for KV Mechelen in the Belgian Pro League.
674,Q13435483,Bart Taminiau,In what city was Bart Taminiau born?," Bart Taminiau was born in Antwerp, Belgium."
675,Q13435483,Bart Taminiau,What is Bart Taminiau's country of citizenship?, Bart Taminiau is a Belgian professional footballer who plays as a defender for KV Mechelen.
676,Q13435483,Bart Taminiau,What sport does Bart Taminiau play?," Bart Taminiau is a professional triathlete who specializes in the sport of triathlon. Triathlon is a multi-sport event that involves swimming, biking, and running, and is known for its high level of endurance and athleticism. Bart Taminiau has likely trained extensively in all three disciplines to excel in this challenging sport."
677,Q75685,Arran Brown,In what city was Arran Brown born?," Arran Brown was born in London, England."
678,Q75685,Arran Brown,What is Arran Brown's country of citizenship?, Arran Brown is a British citizen.
679,Q75685,Arran Brown,What is Arran Brown's occupation?, Arran Brown is a professional footballer who plays as a forward.
680,Q75685,Arran Brown,What sport does Arran Brown play?, Arran Brown is a professional snowboarder.
681,Q75685,Arran Brown,What language does Arran Brown speak?, Arran Brown speaks English.
682,Q2165394,Jan Hijzelendoorn,In what city was Jan Hijzelendoorn born?, Jan Hijzelendoorn was born in the city of Leiden in the Netherlands.
683,Q2165394,Jan Hijzelendoorn,In what municipality of the Netherlands was Jan Hijzelendoorn born?," Jan Hijzelendoorn was born in the municipality of Zuidplas, which is located in the province of North Holland in the Netherlands."
684,Q2165394,Jan Hijzelendoorn,What is Jan Hijzelendoorn's occupation?, Jan Hijzelendoorn is a Dutch professional footballer who currently plays as a defender for Eredivisie side ADO Den Haag.
685,Q2165394,Jan Hijzelendoorn,What is Jan Hijzelendoorn's country of citizenship?, Jan Hijzelendoorn is a Dutch citizen.
686,Q2165394,Jan Hijzelendoorn,What sport does Jan Hijzelendoorn play?, Jan Hijzelendoorn is a professional skateboarder.
687,Q6369348,Karel Nesl,What is Karel Nesl's occupation?, Karel Nesl is a Czech professional footballer who plays as a forward.
688,Q6369348,Karel Nesl,What is Karel Nesl's country of citizenship?, Karel Nesl is a Czech-born American mathematician and theoretical computer scientist.
689,Q6369348,Karel Nesl,What sport does Karel Nesl play?, Karel Nesl is a professional snowboarder.
690,Q6369348,Karel Nesl,What country does Karel Nesl play for?, Karel Nesl is a professional ice hockey player from the Czech Republic.
691,Q14360468,Julien Rybacki,In what city was Julien Rybacki born?," Julien Rybacki was born in Paris, France."
692,Q14360468,Julien Rybacki,What is Julien Rybacki's country of citizenship?, Julien Rybacki is a French citizen.
693,Q14360468,Julien Rybacki,What sports team does Julien Rybacki play for?," I's sorry, but I don't have information about a person named Julien Rybacki and his involvement in sports. Can you provide more context or clarify the question?"
694,Q14360468,Julien Rybacki,What is Julien Rybacki's occupation?," I'm sorry, but I don't have enough information to determine Julien Rybacki's occupation. Can you provide more context or details about him?"
695,Q14360468,Julien Rybacki,What sports position does Julien Rybacki play?, I's not possible for me to know the specific sports position that Julien Rybacki plays without more information. Can you please provide more context or details about the sport and the player?
696,Q14360468,Julien Rybacki,What sport does Julien Rybacki play?, Julien Rybacki is a professional snowboarder.
697,Q14360468,Julien Rybacki,What language does Julien Rybacki speak?," I's not possible for me to know the language that Julien Rybacki speaks, as I don't have any information about his personal life or abilities."
698,Q14360468,Julien Rybacki,What country does Julien Rybacki play for?, Julien Rybacki is a professional footballer who plays for the Polish national team.
699,Q2014911,Truus Looijs,What sport does Truus Looijs play?, Truus Looijs is a Dutch speed skater.
700,Q2014911,Truus Looijs,In what city was Truus Looijs born?," Truus Looijs was born in the city of Rotterdam, Netherlands."
701,Q2014911,Truus Looijs,What is Truus Looijs's occupation?, Truus Looijs is a Dutch-language author.
702,Q2014911,Truus Looijs,What is Truus Looijs's country of citizenship?, Truus Looijs is a Dutch citizen.
703,Q16631404,Ilia Volkov,In what human settlement was Ilia Volkov born?," Ilia Volkov was born in the Soviet Union, specifically in the city of Leningrad (now St. Petersburg, Russia)."
704,Q16631404,Ilia Volkov,What is Ilia Volkov's occupation?, Ilia Volkov is a Russian professional ice hockey player.
705,Q16631404,Ilia Volkov,What is Ilia Volkov's country of citizenship?, Ilia Volkov is a Russian chess player.
706,Q16631404,Ilia Volkov,What sports position does Ilia Volkov play?, Ilia Volkov is a professional soccer player who plays the position of a defender.
707,Q16631404,Ilia Volkov,What sport does Ilia Volkov play?, Ilia Volkov is a professional snowboarder.
708,Q16631404,Ilia Volkov,What language does Ilia Volkov speak?, Ilia Volkov is a Russian-speaking individual.
709,Q16631404,Ilia Volkov,What country does Ilia Volkov play for?, Ilia Volkov is a Russian professional ice hockey player.
710,Q13734565,Jaap Voigt,What is Jaap Voigt's country of citizenship?, Jaap Voigt is a Dutch citizen.
711,Q13734565,Jaap Voigt,What is Jaap Voigt's occupation?, Jaap Voigt is a Dutch professional footballer who currently plays as a forward for Jong Ajax in the Eerste Divisie.
712,Q13734565,Jaap Voigt,In what city was Jaap Voigt born?," Jaap Voigt was born in the city of Rotterdam, Netherlands."
713,Q13734565,Jaap Voigt,What sport does Jaap Voigt play?," Jaap Voigt is a professional triathlete who specializes in the Ironman distance triathlon. This sport involves swimming, biking, and running, and requires a high level of endurance, strength, and fitness."
714,Q6370949,Karin Tülling,In what resort town was Karin Tülling born?, Karin Tülling was born in the resort town of Bad Gastein in Austria.
715,Q6370949,Karin Tülling,What is Karin Tülling's occupation?, Karin Tülling is a German professional footballer who plays as a midfielder.
716,Q6370949,Karin Tülling,What is Karin Tülling's country of citizenship?, Karin Tülling is a German professional footballer who plays as a midfielder for FC Bayern Munich.
717,Q6370949,Karin Tülling,What sport does Karin Tülling play?, Karin Tülling is a professional snowboarder.
718,Q6370949,Karin Tülling,What country does Karin Tülling play for?, Karin Tülling is a German female professional footballer who plays for the German national team and the German club SGS Essen.
719,Q11727376,Joanna Barczyńska,In what city was Joanna Barczyńska born?," Joanna Barczyńska was born in Warsaw, Poland."
720,Q11727376,Joanna Barczyńska,What is Joanna Barczyńska's country of citizenship?, Joanna Barczyńska is a Polish citizen.
721,Q11727376,Joanna Barczyńska,What is the native language of Joanna Barczyńska?, Joanna Barczyńska's native language is Polish.
722,Q11727376,Joanna Barczyńska,What is the alma mater of Joanna Barczyńska?," Joanna Barczyńska is a Polish actress, and her alma mater is the Academy of Fine Arts in Warsaw, Poland."
723,Q11727376,Joanna Barczyńska,What is Joanna Barczyńska's occupation?, Joanna Barczyńska is a Polish model and actress.
724,Q11727376,Joanna Barczyńska,What sport does Joanna Barczyńska play?, Joanna Barczyńska is a professional volleyball player.
725,Q11727376,Joanna Barczyńska,What language does Joanna Barczyńska speak?, Joanna Barczyńska speaks Polish.
726,Q11727376,Joanna Barczyńska,What country does Joanna Barczyńska play for?, Joanna Barczyńska is a Polish volleyball player.
727,Q7360795,Rolf Sennewald,In what Ortsteil was Rolf Sennewald born?, Rolf Sennewald was born in the Ortsteil of Berlin-Schöneberg.
728,Q7360795,Rolf Sennewald,What is Rolf Sennewald's country of citizenship?, Rolf Sennewald is a Swiss professional footballer who plays as a defender for FC St. Gallen.
729,Q7360795,Rolf Sennewald,What is Rolf Sennewald's occupation?," Rolf Sennewald is a Swiss-German artist, known for his large-scale public murals and paintings. He is also a professor at the Hochschule für Gestaltung in Bern, Switzerland."
730,Q7360795,Rolf Sennewald,What sport does Rolf Sennewald play?, Rolf Sennewald is a professional snowboarder.
731,Q7360795,Rolf Sennewald,What language does Rolf Sennewald speak?, Rolf Sennewald is a German-speaking individual.
732,Q7360795,Rolf Sennewald,What country does Rolf Sennewald play for?, Rolf Sennewald is a German professional footballer who currently plays for Borussia Mönchengladbach in the German Bundesliga.
733,Q4278530,Aleksandr Malygin,Who is the father of Aleksandr Malygin?, The father of Aleksandr Malygin is a man named Ivan Malygin.
734,Q4278530,Aleksandr Malygin,What is Aleksandr Malygin's country of citizenship?, Aleksandr Malygin is a Russian citizen.
735,Q4278530,Aleksandr Malygin,In what city was Aleksandr Malygin born?," Aleksandr Malygin was born in St. Petersburg, Russia."
736,Q4278530,Aleksandr Malygin,What sports team does Aleksandr Malygin play for?," As of my knowledge cutoff in September 2021, Aleksandr Malygin was not playing for any professional sports team. He was a Russian professional ice hockey player who last played for HC Vityaz in the Russian Super League. However, it's possible that he may have played for a team after my knowledge cutoff, so I recommend checking the most up-to-date information for the answer to your question."
737,Q4278530,Aleksandr Malygin,What is Aleksandr Malygin's occupation?, Aleksandr Malygin is a Russian professional ice hockey player.
738,Q4278530,Aleksandr Malygin,What sports position does Aleksandr Malygin play?, Aleksandr Malygin is a professional ice hockey player who plays the position of a goaltender.
739,Q4278530,Aleksandr Malygin,What sport does Aleksandr Malygin play?, Aleksandr Malygin is a professional ice hockey player.
740,Q4278530,Aleksandr Malygin,What language does Aleksandr Malygin speak?, Aleksandr Malygin is a Russian-speaking individual.
741,Q4278530,Aleksandr Malygin,What country does Aleksandr Malygin play for?, Aleksandr Malygin is a Russian ice hockey player.
742,Q4278530,Aleksandr Malygin,Who is the sibling of Aleksandr Malygin?, The sibling of Aleksandr Malygin is a woman named Anastasia.
743,Q1887623,Sjef Hensgens,What is Sjef Hensgens's occupation?, Sjef Hensgens is a professional footballer who currently plays as a defender for KV Mechelen in the Belgian Pro League.
744,Q1887623,Sjef Hensgens,What sport does Sjef Hensgens play?," Sjef Hensgens is a professional triathlete who specializes in the sport of triathlon. Triathlon is a multi-sport event that involves swimming, biking, and running. Athletes compete in various triathlon events, including short-course (Olympic-distance) and long-course (Ironman-distance) races. Sjef Hensgens is known for his exceptional performance in these events, particularly in the"
745,Q1887623,Sjef Hensgens,What is Sjef Hensgens's country of citizenship?, Sjef Hensgens is a Belgian professional footballer who plays as a defender for KV Mechelen.
746,Q1887623,Sjef Hensgens,In what village was Sjef Hensgens born?," Sjef Hensgens was born in the village of Oostkamp, which is located in the province of West Flanders in Belgium."
747,Q15924820,Dmitry Lisov,In what city was Dmitry Lisov born?," Dmitry Lisov was born in St. Petersburg, Russia."
748,Q15924820,Dmitry Lisov,What is Dmitry Lisov's occupation?, Dmitry Lisov is a software engineer.
749,Q15924820,Dmitry Lisov,What is Dmitry Lisov's country of citizenship?, Dmitry Lisov is a Russian programmer and entrepreneur.
750,Q15924820,Dmitry Lisov,What sports position does Dmitry Lisov play?, Dmitry Lisov is a professional soccer player who plays the position of a defender.
751,Q15924820,Dmitry Lisov,What sport does Dmitry Lisov play?, Dmitry Lisov is a professional snowboarder.
752,Q15924820,Dmitry Lisov,What language does Dmitry Lisov speak?, Dmitry Lisov is a Russian-speaking individual.
753,Q16105407,Maurice Lurot,What is Maurice Lurot's country of citizenship?, Maurice Lurot's country of citizenship is France.
754,Q16105407,Maurice Lurot,Who is the spouse of Maurice Lurot?, Maurice Lurot was married to a woman named Simone.
755,Q16105407,Maurice Lurot,What sport does Maurice Lurot play?, Maurice Lurot is a professional tennis player.
756,Q16105407,Maurice Lurot,What language does Maurice Lurot speak?, Maurice Lurot is a French artist.
757,Q16105407,Maurice Lurot,In what commune of France was Maurice Lurot born?," Maurice Lurot was born in the commune of Paris, France."
758,Q16105407,Maurice Lurot,What is Maurice Lurot's occupation?," Maurice Lurot is a French artist, known for his paintings and drawings."
759,Q16105407,Maurice Lurot,Who is the father of Maurice Lurot?, Maurice Lurot is the son of Paul Lurot and Marie-Anne Lurot.
760,Q2451837,Ingrid Munneke-Dusseldorp,In what city was Ingrid Munneke-Dusseldorp born?," Ingrid Munneke-Dusseldorp was born in the city of Amsterdam, Netherlands."
761,Q2451837,Ingrid Munneke-Dusseldorp,What is Ingrid Munneke-Dusseldorp's country of citizenship?, Ingrid Munneke-Dusseldorp is a Dutch citizen.
762,Q2451837,Ingrid Munneke-Dusseldorp,What sport does Ingrid Munneke-Dusseldorp play?, Ingrid Munneke-Dusseldorp is a professional squash player.
763,Q2451837,Ingrid Munneke-Dusseldorp,What is Ingrid Munneke-Dusseldorp's occupation?," Ingrid Munneke-Dusseldorp is a Dutch-born artist, who is known for her intricate and detailed drawings of animals, particularly birds. She has been creating art for many years and has gained recognition for her talent. Her work often features a combination of realism and fantasy, with a particular focus on capturing the beauty and grace of her subjects. In addition to her artistic pursuits, Ingrid is also a dedicated conservationist, and has used her"
764,Q2451837,Ingrid Munneke-Dusseldorp,Who is the spouse of Ingrid Munneke-Dusseldorp?, Ingrid Munneke-Dusseldorp is married to a man named Jan Dusseldorp.
765,Q17418730,Mariana Gradim Alves Amorim,What is the native language of Mariana Gradim Alves Amorim?, The native language of Mariana Gradim Alves Amorim is Portuguese.
766,Q17418730,Mariana Gradim Alves Amorim,What is Mariana Gradim Alves Amorim's occupation?, Mariana Gradim Alves Amorim is a Brazilian model and beauty pageant titleholder. She was crowned as the winner of the 2018 edition of the Miss BumBum Brazil beauty pageant.
767,Q17418730,Mariana Gradim Alves Amorim,What is Mariana Gradim Alves Amorim's country of citizenship?, Mariana Gradim Alves Amorim is a Brazilian citizen.
768,Q17418730,Mariana Gradim Alves Amorim,What sport does Mariana Gradim Alves Amorim play?, Mariana Gradim Alves Amorim is a professional surfer.
769,Q17418730,Mariana Gradim Alves Amorim,What language does Mariana Gradim Alves Amorim speak?, Mariana Gradim Alves Amorim speaks Portuguese.
770,Q2865366,Arthur Vanoverberghe,In what city was Arthur Vanoverberghe born?," Arthur Vanoverberghe was born in Brussels, Belgium."
771,Q2865366,Arthur Vanoverberghe,What is Arthur Vanoverberghe's country of citizenship?, Arthur Vanoverberghe is a Belgian professional footballer who plays as a defender for KV Mechelen.
772,Q2865366,Arthur Vanoverberghe,What language does Arthur Vanoverberghe speak?, Arthur Vanoverberghe speaks French.
773,Q2865366,Arthur Vanoverberghe,What sport does Arthur Vanoverberghe play?," Arthur Vanoverberghe is a professional triathlete, which means he participates in the sport of triathlon. Triathlon is a multi-discipline sport that involves swimming, biking, and running. Athletes compete in various formats, including sprint, Olympic, and Ironman races. Arthur Vanoverberghe likely trains and competes in one or more of these formats."
774,Q2865366,Arthur Vanoverberghe,What is Arthur Vanoverberghe's occupation?, Arthur Vanoverberghe is a Belgian professional footballer who currently plays as a defender for KV Mechelen in the Belgian Pro League.
775,Q2865366,Arthur Vanoverberghe,What is the native language of Arthur Vanoverberghe?, Arthur Vanoverberghe's native language is French.
776,Q7298421,Raycho Khristov,What country does Raycho Khristov play for?, Raycho Khristov is a Bulgarian professional footballer who currently plays for Levski Sofia.
777,Q7298421,Raycho Khristov,What is Raycho Khristov's country of citizenship?, Raycho Khristov is a Bulgarian professional footballer.
778,Q7298421,Raycho Khristov,What is Raycho Khristov's occupation?, Raycho Khristov is a software engineer.
779,Q7298421,Raycho Khristov,In what city was Raycho Khristov born?," Raycho Khristov was born in Sofia, Bulgaria."
780,Q7298421,Raycho Khristov,What sport does Raycho Khristov play?, Raycho Khristov is a Bulgarian professional footballer who plays as a forward.
781,Q7453623,Sergei Kvasov,What sports team does Sergei Kvasov play for?, Sergei Kvasov is a professional ice hockey player who plays for the NHL's Tampa Bay Lightning.
782,Q7453623,Sergei Kvasov,What is Sergei Kvasov's country of citizenship?, Sergei Kvasov is a Russian citizen.
783,Q7453623,Sergei Kvasov,What is Sergei Kvasov's occupation?, Sergei Kvasov is a Russian professional ice hockey player.
784,Q7453623,Sergei Kvasov,What sport does Sergei Kvasov play?, Sergei Kvasov is a professional snowboarder.
785,Q7453623,Sergei Kvasov,What sports position does Sergei Kvasov play?, Sergei Kvasov is a professional soccer player who plays the position of a defender.
786,Q7453623,Sergei Kvasov,What language does Sergei Kvasov speak?," Sergei Kvasov is a Russian-speaking character in the novel ""The Master and Margarita"" by Mikhail Bulgakov."
787,Q4121147,František Jursa,What award did František Jursa receive?, František Jursa received the Jan Evangelista Purkyně Award in 2018. This award is given to individuals who have made significant contributions to the field of science in the Czech Republic.
788,Q4121147,František Jursa,In what city was František Jursa born?," František Jursa was born in Prague, Czech Republic."
789,Q4121147,František Jursa,What is František Jursa's country of citizenship?, František Jursa is a Slovak professional footballer who plays as a forward.
790,Q4121147,František Jursa,What is František Jursa's occupation?, František Jursa is a professional ice hockey player.
791,Q4121147,František Jursa,What sport does František Jursa play?, František Jursa is a professional ice hockey player.
792,Q1908460,Theo Blankenaauw,In what municipality of the Netherlands was Theo Blankenaauw born?," Theo Blankenaauw was born in the municipality of Amsterdam, Netherlands."
793,Q1908460,Theo Blankenaauw,What is Theo Blankenaauw's occupation?, Theo Blankenaauw is a short king.
794,Q1908460,Theo Blankenaauw,What is Theo Blankenaauw's country of citizenship?, Theo Blankenaauw is a Dutch citizen.
795,Q1908460,Theo Blankenaauw,What sport does Theo Blankenaauw play?, Theo Blankenaauw is a professional skateboarder.
796,Q6765934,Maritzka van der Linden,In what city was Maritzka van der Linden born?," Maritzka van der Linden was born in The Hague, Netherlands."
797,Q6765934,Maritzka van der Linden,What is Maritzka van der Linden's occupation?, Maritzka van der Linden is a professional poker player.
798,Q6765934,Maritzka van der Linden,What is Maritzka van der Linden's country of citizenship?, Maritzka van der Linden is a Dutch citizen.
799,Q6765934,Maritzka van der Linden,What sport does Maritzka van der Linden play?, Maritzka van der Linden is a professional beach volleyball player.
800,Q14941900,Francis van 't Hooft,What is Francis van 't Hooft's country of citizenship?, Francis van 't Hooft is a Dutch citizen.
801,Q14941900,Francis van 't Hooft,What is Francis van 't Hooft's occupation?, Francis van 't Hooft is a Dutch professional footballer who currently plays as a defender for Jong AZ in the Eerste Divisie.
802,Q14941900,Francis van 't Hooft,In what city was Francis van 't Hooft born?," Francis van 't Hooft was born in The Hague, Netherlands."
803,Q14941900,Francis van 't Hooft,What sport does Francis van 't Hooft play?, Francis van 't Hooft is a professional squash player.
804,Q7810602,Tjeertje Bergers-Duif,In what cadastral populated place in the Netherlands was Tjeertje Bergers-Duif born?," Tjeertje Bergers-Duif was born in the cadastral populated place of Bergen, which is located in the province of North Brabant in the Netherlands."
805,Q7810602,Tjeertje Bergers-Duif,What sport does Tjeertje Bergers-Duif play?, Tjeertje Bergers-Duif is a professional snowboarder.
806,Q7810602,Tjeertje Bergers-Duif,What is Tjeertje Bergers-Duif's occupation?," Tjeertje Bergers-Duif is a Dutch YouTuber who shares content related to makeup, beauty, and fashion."
807,Q7810602,Tjeertje Bergers-Duif,What is Tjeertje Bergers-Duif's country of citizenship?, Tjeertje Bergers-Duif is a Dutch citizen.
808,Q259764,Henrik Ripszám,What is Henrik Ripszám's occupation?," Henrik Ripszám is a Hungarian-born American mathematician and theoretical physicist. He is currently a professor of mathematics at the University of California, Berkeley. His research interests include algebraic geometry, algebraic topology, and mathematical physics."
809,Q259764,Henrik Ripszám,In what town in Hungary was Henrik Ripszám born?," Henrik Ripszám was born in the town of Ripszám, which is located in the north-western part of Hungary. The town is known for its rich history and cultural heritage, and it is also home to a number of important institutions, including a university and a hospital."
810,Q259764,Henrik Ripszám,What is Henrik Ripszám's country of citizenship?," Henrik Ripszám is a Hungarian professional footballer who was born in Budapest, Hungary."
811,Q259764,Henrik Ripszám,What sport does Henrik Ripszám play?, Henrik Ripszám is a professional snowboarder.
812,Q18621328,Lander Seynaeve,In what commune of France was Lander Seynaeve born?," Lander Seynaeve was born in the commune of Wandre, which is located in the department of Meurthe-et-Moselle in northeastern France."
813,Q18621328,Lander Seynaeve,What sports team does Lander Seynaeve play for?, Lander Seynaeve is a professional footballer who plays for Club Brugge in the Belgian Pro League.
